crop_name,state_code,harvest_year,grid_cells,days_in_window,precipitation_mm,temp_mean_c,temp_max_c,dry_days,growing_degree_days,normal_precipitation_mm,precipitation_anomaly_mm,precipitation_anomaly_z,normal_temp_mean_c,temp_anomaly_c,temp_anomaly_z,normal_dry_days,dry_days_anomaly,dry_days_anomaly_z,max_dry_spell_days,max_dry_spell_worst_cell,normal_max_dry_spell_days,dry_spell_anomaly_days,yield_kg_ha,planted_area_ha,production_t,yield_trend_kg_ha,yield_residual_kg_ha,yield_residual_pct
SOJA,GO,2015,33,121,772.26163,23.569642,38.07,31.358737,1683.707946,869.289396,-97.027766,-0.75139,23.455648,0.113995,0.272176,22.115381,9.243356,1.132532,10.245974,21,5.552507,4.693466,2593.98,3325000.0,8625000.0,3287.350017,-693.370017,-0.210921
SOJA,GO,2016,33,122,800.78671,24.157479,36.03,28.61191,1767.651526,869.289396,-68.502686,-0.53049,23.455648,0.701831,1.675704,22.115381,6.496529,0.79598,6.318213,10,5.552507,0.765706,3120.0,3285100.0,10249500.0,3340.643115,-220.643115,-0.066048
SOJA,GO,2017,33,121,717.971243,23.741692,37.83,27.97172,1699.4648,869.289396,-151.318153,-1.171819,23.455648,0.286044,0.682964,22.115381,5.856339,0.717542,4.961829,10,5.552507,-0.590678,3388.99,3278500.0,11110800.0,3393.936213,-4.946213,-0.001457
SOJA,GO,2018,33,121,704.717846,23.660045,36.93,36.097058,1691.919817,869.289396,-164.57155,-1.274455,23.455648,0.204397,0.488022,22.115381,13.981677,1.71309,6.881392,11,5.552507,1.328885,3609.0,3386700.0,12222600.0,3447.229311,161.770689,0.046928
SOJA,GO,2019,33,121,661.246351,24.01958,40.13,38.029781,1732.015883,869.289396,-208.043045,-1.611101,23.455648,0.563933,1.346456,22.115381,15.9144,1.949895,6.69525,12,5.552507,1.142743,3480.41,3476000.0,12097900.0,3500.522409,-20.112409,-0.005746
SOJA,GO,2020,33,122,769.103593,24.134861,38.02,26.402593,1767.561275,869.289396,-100.185803,-0.775846,23.455648,0.679213,1.621701,22.115381,4.287212,0.525286,6.234236,12,5.552507,0.681728,3711.99,3545000.0,13159000.0,3553.815507,158.174493,0.044508
SOJA,GO,2021,33,121,572.689791,24.618003,40.48,36.870464,1813.984142,869.289396,-296.599604,-2.29689,23.455648,1.162355,2.77526,22.115381,14.755083,1.807851,9.218113,15,5.552507,3.665605,3671.99,4299000.0,15785900.0,3607.108605,64.881395,0.017987
SOJA,GO,2022,33,121,810.427953,23.41444,35.04,26.550589,1661.56682,869.289396,-58.861443,-0.455827,23.455648,-0.041208,-0.098389,22.115381,4.435208,0.543419,5.695669,14,5.552507,0.143161,4024.99,4393600.0,17684200.0,3660.401703,364.588297,0.099603
SOJA,GO,2023,33,121,684.756858,23.435638,36.01,20.102732,1672.951293,869.289396,-184.532538,-1.429034,23.455648,-0.020009,-0.047775,22.115381,-2.012649,-0.246598,6.320737,14,5.552507,0.76823,3942.01,4547400.0,17925900.0,3713.694801,228.315199,0.061479
SOJA,GO,2024,33,122,519.173064,26.296908,41.92,38.226716,2032.712265,869.289396,-350.116331,-2.711327,23.455648,2.84126,6.783845,22.115381,16.111335,1.974024,5.933611,8,5.552507,0.381104,3487.0,4833900.0,16855800.0,3766.987899,-279.987899,-0.074327
SOJA,GO,2025,33,121,454.820608,25.06734,39.34,38.341885,1871.660219,869.289396,-414.468788,-3.209678,23.455648,1.611692,3.848105,22.115381,16.226504,1.988135,11.056031,23,5.552507,5.503523,4183.0,4954700.0,20725500.0,3820.280997,362.719003,0.094946
SOJA,GO,2026,33,121,547.426231,24.753798,40.96,34.758445,1837.378501,869.289396,-321.863165,-2.492533,23.455648,1.298151,3.099488,22.115381,12.643064,1.549078,6.742234,9,5.552507,1.189726,3909.99,5152900.0,20147800.0,3873.574095,36.415905,0.009401
SOJA,MG,1992,49,122,1142.641051,22.005849,34.07,20.508732,1504.394115,831.298318,311.342733,2.021782,23.176468,-1.170619,-2.216863,30.844485,-10.335753,-1.217467,5.456693,13,7.703734,-2.247041,2200.0,456000.0,1003200.0,1904.021333,295.978667,0.155449
SOJA,MG,1993,49,121,805.409701,22.189869,33.48,24.46507,1504.192744,831.298318,-25.888616,-0.168114,23.176468,-0.9866,-1.868375,30.844485,-6.379415,-0.751443,7.857112,17,7.703734,0.153378,2100.04,551800.0,1158800.0,1961.425641,138.614359,0.07067
SOJA,MG,1994,49,121,1057.402217,22.820704,34.95,12.524046,1582.790919,831.298318,226.1039,1.468262,23.176468,-0.355765,-0.673731,30.844485,-18.320439,-2.157998,3.88872,9,7.703734,-3.815014,2057.0,600000.0,1234200.0,2018.82995,38.17005,0.018907
SOJA,MG,1995,49,121,888.756905,23.220561,38.01,26.102509,1629.009325,831.298318,57.458587,0.373122,23.176468,0.044093,0.083501,30.844485,-4.741976,-0.558566,6.207279,11,7.703734,-1.496455,1980.0,600000.0,1188000.0,2076.234258,-96.234258,-0.04635
SOJA,MG,1996,49,122,768.287285,23.342352,37.93,27.191522,1658.80647,831.298318,-63.011032,-0.409178,23.176468,0.165883,0.314142,30.844485,-3.652963,-0.430289,6.38984,14,7.703734,-1.313894,1970.08,528000.0,1040200.0,2133.638566,-163.558566,-0.076657
SOJA,MG,1997,49,121,972.515528,22.314506,36.24,21.989397,1527.436302,831.298318,141.21721,0.917029,23.176468,-0.861963,-1.632344,30.844485,-8.855088,-1.043057,7.697643,13,7.703734,-0.006092,2250.05,522700.0,1176100.0,2191.042874,59.007126,0.026931
SOJA,MG,1998,49,121,815.072431,24.015036,37.78,24.013108,1720.541762,831.298318,-16.225887,-0.105367,23.176468,0.838568,1.58804,30.844485,-6.831377,-0.804681,4.812755,15,7.703734,-2.890979,2299.95,601100.0,1382500.0,2248.447182,51.502818,0.022906
SOJA,MG,1999,49,121,865.787134,23.253122,37.29,24.71814,1630.118919,831.298318,34.488816,0.223962,23.176468,0.076654,0.145163,30.844485,-6.126345,-0.721634,5.413074,11,7.703734,-2.29066,2315.02,577100.0,1336000.0,2305.85149,9.16851,0.003976
SOJA,MG,2000,49,122,1085.772465,22.82819,36.27,22.880991,1598.237758,831.298318,254.474147,1.652492,23.176468,-0.348278,-0.659553,30.844485,-7.963494,-0.938035,5.286763,11,7.703734,-2.416971,2349.93,594400.0,1396800.0,2363.255798,-13.325798,-0.005639
SOJA,MG,2001,49,121,654.090727,23.467517,38.85,32.93911,1651.458915,831.298318,-177.20759,-1.150742,23.176468,0.291049,0.551174,30.844485,2.094625,0.24673,5.728076,16,7.703734,-1.975658,2330.06,642000.0,1495900.0,2420.660106,-90.600106,-0.037428
SOJA,MG,2002,49,121,908.419485,22.815286,33.95,30.837943,1580.635078,831.298318,77.121167,0.500806,23.176468,-0.361183,-0.68399,30.844485,-0.006542,-0.000771,6.213064,16,7.703734,-1.49067,2679.97,719000.0,1926900.0,2478.064415,201.905585,0.081477
SOJA,MG,2003,49,121,1029.179404,23.228286,38.34,23.190764,1631.905503,831.298318,197.881087,1.28499,23.176468,0.051818,0.09813,30.844485,-7.653721,-0.901546,6.243871,14,7.703734,-1.459863,2669.99,873600.0,2332500.0,2535.468723,134.521277,0.053056
SOJA,MG,2004,49,122,1034.524039,22.796974,38.33,20.933126,1595.505359,831.298318,203.225721,1.319697,23.176468,-0.379494,-0.718668,30.844485,-9.911359,-1.167477,6.048428,12,7.703734,-1.655306,2495.03,1065800.0,2659200.0,2592.873031,-97.843031,-0.037735
SOJA,MG,2005,49,121,901.053169,23.038572,36.67,27.031109,1606.180868,831.298318,69.754851,0.452971,23.176468,-0.137896,-0.261142,30.844485,-3.813376,-0.449185,5.869715,12,7.703734,-1.834019,2700.03,1119100.0,3021600.0,2650.277339,49.752661,0.018773
SOJA,MG,2006,49,121,780.388487,22.892762,37.35,30.604645,1588.710563,831.298318,-50.909831,-0.330596,23.176468,-0.283707,-0.537271,30.844485,-0.23984,-0.028251,11.472261,21,7.703734,3.768527,2339.99,1060900.0,2482500.0,2707.681647,-367.691647,-0.135796
SOJA,MG,2007,49,121,803.730937,22.903023,33.76,36.215522,1593.148027,831.298318,-27.56738,-0.179016,23.176468,-0.273446,-0.517839,30.844485,5.371037,0.632664,12.10707,18,7.703734,4.403336,2760.0,930400.0,2567900.0,2765.085955,-5.085955,-0.001839
SOJA,MG,2008,49,122,859.764186,23.030152,38.36,31.622077,1621.94222,831.298318,28.465868,0.18485,23.176468,-0.146316,-0.277087,30.844485,0.777592,0.091594,8.189535,12,7.703734,0.485801,2915.98,870000.0,2536900.0,2822.490263,93.489737,0.033123
SOJA,MG,2009,49,121,860.447146,23.190512,37.33,30.890304,1623.58621,831.298318,29.148829,0.189285,23.176468,0.014043,0.026595,30.844485,0.045819,0.005397,6.721004,18,7.703734,-0.98273,2961.04,929100.0,2751100.0,2879.894571,81.145429,0.028177
SOJA,MG,2010,49,121,731.683711,23.368138,38.41,35.921303,1648.33502,831.298318,-99.614607,-0.646872,23.176468,0.19167,0.362975,30.844485,5.076819,0.598008,6.194237,13,7.703734,-1.509497,2817.96,1019000.0,2871500.0,2937.29888,-119.33888,-0.040629
SOJA,MG,2011,49,121,957.836974,23.089826,35.8,31.888827,1610.635356,831.298318,126.538656,0.82171,23.176468,-0.086642,-0.164079,30.844485,1.044342,0.123015,7.637681,22,7.703734,-0.066053,2845.03,1024100.0,2913600.0,2994.703188,-149.673188,-0.049979
SOJA,MG,2012,49,122,764.951413,22.46941,35.26,37.879845,1550.299677,831.298318,-66.346905,-0.43084,23.176468,-0.707059,-1.338994,30.844485,7.03536,0.828708,9.989257,17,7.703734,2.285523,2987.01,1024000.0,3058700.0,3052.107496,-65.097496,-0.021329
SOJA,MG,2013,49,121,709.005245,23.628164,38.15,35.335348,1679.467604,831.298318,-122.293073,-0.794141,23.176468,0.451695,0.855399,30.844485,4.490864,0.528987,9.211498,21,7.703734,1.507764,3009.99,1121200.0,3374800.0,3109.511804,-99.521804,-0.032006
SOJA,MG,2014,49,121,535.0889,23.736352,37.38,50.671445,1695.747778,831.298318,-296.209418,-1.92351,23.176468,0.559883,1.060281,30.844485,19.82696,2.335454,16.336408,21,7.703734,8.632673,2701.99,1238200.0,3345600.0,3166.916112,-464.926112,-0.146807
SOJA,MG,2015,49,121,603.059974,23.738365,40.38,41.521733,1695.454918,831.298318,-228.238344,-1.482123,23.176468,0.561897,1.064093,30.844485,10.677248,1.257693,13.426551,21,7.703734,5.722817,2670.99,1319400.0,3524100.0,3224.32042,-553.33042,-0.171611
SOJA,MG,2016,49,122,758.220785,24.00252,38.85,33.212883,1741.964105,831.298318,-73.077533,-0.474547,23.176468,0.826052,1.564337,30.844485,2.368398,0.278978,7.2154,13,7.703734,-0.488334,3230.99,1469300.0,4747300.0,3281.724728,-50.734728,-0.01546
SOJA,MG,2017,49,121,584.433904,23.673061,39.48,46.38609,1683.606387,831.298318,-246.864414,-1.603076,23.176468,0.496593,0.940424,30.844485,15.541605,1.830674,8.959314,16,7.703734,1.25558,3479.98,1456100.0,5067200.0,3339.129036,140.850964,0.042182
SOJA,MG,2018,49,121,713.130716,23.502283,38.0,39.076116,1664.034442,831.298318,-118.167602,-0.767351,23.176468,0.325814,0.617011,30.844485,8.231632,0.969619,7.555104,13,7.703734,-0.14863,3810.01,1508500.0,5747400.0,3396.533345,413.476655,0.121735
SOJA,MG,2019,49,121,663.129954,23.91988,38.93,43.059131,1703.794894,831.298318,-168.168364,-1.092043,23.176468,0.743412,1.407838,30.844485,12.214646,1.438786,8.433701,19,7.703734,0.729967,3419.81,1575000.0,5386200.0,3453.937653,-34.127653,-0.009881
SOJA,MG,2020,49,122,853.867343,23.636313,37.96,30.879226,1701.000707,831.298318,22.569025,0.146558,23.176468,0.459844,0.870831,30.844485,0.034742,0.004092,6.846233,12,7.703734,-0.857501,3747.42,1647000.0,6172000.0,3511.341961,236.078039,0.067233
SOJA,MG,2021,49,121,565.744506,24.276878,39.24,44.583999,1758.369113,831.298318,-265.553812,-1.72444,23.176468,1.10041,2.083903,30.844485,13.739514,1.618403,12.522982,21,7.703734,4.819248,3696.99,1899300.0,7021700.0,3568.746269,128.243731,0.035935
SOJA,MG,2022,49,121,820.664553,23.146183,36.27,34.89388,1618.062829,831.298318,-10.633765,-0.069053,23.176468,-0.030286,-0.057354,30.844485,4.049395,0.476986,8.54534,19,7.703734,0.841606,3840.99,1982900.0,7616300.0,3626.150577,214.839423,0.059247
SOJA,MG,2023,49,121,724.576622,23.227665,38.08,27.775687,1634.983127,831.298318,-106.721696,-0.693024,23.176468,0.051196,0.096953,30.844485,-3.068798,-0.361479,7.988802,20,7.703734,0.285068,3866.99,2171300.0,8396400.0,3683.554885,183.435115,0.049798
SOJA,MG,2024,49,122,541.676278,25.819025,40.21,36.538162,1965.296413,831.298318,-289.62204,-1.880733,23.176468,2.642557,5.004347,30.844485,5.693677,0.670669,6.485903,13,7.703734,-1.217831,3420.99,2251600.0,7702700.0,3740.959193,-319.969193,-0.085531
SOJA,MG,2025,49,121,450.250454,25.100959,40.21,50.558146,1861.439611,831.298318,-381.047864,-2.47443,23.176468,1.924491,3.644508,30.844485,19.713661,2.322109,19.530745,45,7.703734,11.827011,3965.0,2316900.0,9186500.0,3798.363501,166.636499,0.043871
SOJA,MG,2026,49,121,674.722744,23.979531,40.13,35.050404,1727.234362,831.298318,-156.575573,-1.016763,23.176468,0.803062,1.520801,30.844485,4.205919,0.495423,6.993154,10,7.703734,-0.71058,3910.01,2342400.0,9158800.0,3855.76781,54.24219,0.014068
SOJA,MS,1992,19,122,759.120437,25.551724,40.05,37.694165,1928.822293,665.019341,94.101096,0.770076,25.585061,-0.033337,-0.065822,42.47898,-4.784815,-0.419084,8.814306,17,7.733753,1.080553,1989.99,969500.0,1929300.0,2038.365524,-48.375524,-0.023733
SOJA,MS,1993,19,121,606.691365,25.267019,39.08,38.059512,1875.005875,665.019341,-58.327976,-0.477327,25.585061,-0.318043,-0.62796,42.47898,-4.419468,-0.387085,5.70091,9,7.733753,-2.032843,2090.01,1066500.0,2229000.0,2082.338224,7.671776,0.003684
SOJA,MS,1994,19,121,779.516603,25.371828,39.36,36.021836,1887.780239,665.019341,114.497262,0.936987,25.585061,-0.213234,-0.42102,42.47898,-6.457144,-0.565558,6.701696,11,7.733753,-1.032057,2200.0,1109000.0,2439800.0,2126.310924,73.689076,0.034656
SOJA,MS,1995,19,121,818.805228,25.087223,40.68,27.880732,1853.1443,665.019341,153.785887,1.258506,25.585061,-0.497838,-0.982958,42.47898,-14.598248,-1.278607,5.577067,9,7.733753,-2.156686,2210.04,1097900.0,2426400.0,2170.283625,39.756375,0.018319
SOJA,MS,1996,19,122,806.038831,25.196401,37.17,21.696342,1882.12949,665.019341,141.01949,1.154032,25.585061,-0.38866,-0.767392,42.47898,-20.782638,-1.820275,3.637268,5,7.733753,-4.096485,2420.04,845400.0,2045900.0,2214.256325,205.783675,0.092936
SOJA,MS,1997,19,121,779.785945,24.7924,38.66,25.667797,1820.667498,665.019341,114.766604,0.939192,25.585061,-0.792661,-1.565073,42.47898,-16.811183,-1.47243,6.140883,8,7.733753,-1.59287,2500.06,862300.0,2155800.0,2258.229025,241.830975,0.107089
SOJA,MS,1998,19,121,761.478199,26.119399,39.4,33.825343,1971.979849,665.019341,96.458858,0.78937,25.585061,0.534338,1.055025,42.47898,-8.653637,-0.75794,6.820871,15,7.733753,-0.912881,2100.05,1086500.0,2281700.0,2302.201725,-202.151725,-0.087808
SOJA,MS,1999,19,121,782.194002,25.360311,38.05,25.570391,1881.686716,665.019341,117.174661,0.958898,25.585061,-0.22475,-0.443759,42.47898,-16.908588,-1.480961,4.685216,9,7.733753,-3.048537,2599.96,1053900.0,2740100.0,2346.174426,253.785574,0.10817
SOJA,MS,2000,19,122,681.769945,26.186479,40.72,32.669066,2007.800535,665.019341,16.750604,0.137078,25.585061,0.601418,1.187472,42.47898,-9.809914,-0.859214,4.766698,10,7.733753,-2.967055,2100.04,1106600.0,2323900.0,2390.147126,-290.107126,-0.121376
SOJA,MS,2001,19,121,793.805878,24.953647,37.13,27.549079,1827.720712,665.019341,128.786537,1.053924,25.585061,-0.631414,-1.246698,42.47898,-14.9299,-1.307655,5.259099,7,7.733753,-2.474654,2939.97,1064500.0,3129600.0,2434.119826,505.850174,0.207816
SOJA,MS,2002,19,121,672.215291,24.961552,38.25,43.330478,1836.206206,665.019341,7.19595,0.058888,25.585061,-0.623509,-1.231089,42.47898,0.851499,0.07458,5.748963,10,7.733753,-1.984789,2750.04,1192200.0,3278600.0,2478.092527,271.947473,0.109741
SOJA,MS,2003,19,121,738.782396,25.528905,39.15,33.043572,1904.732126,665.019341,73.763055,0.603639,25.585061,-0.056156,-0.110878,42.47898,-9.435408,-0.826413,6.748111,11,7.733753,-0.985642,2900.01,1415100.0,4103800.0,2522.065227,377.944773,0.149855
SOJA,MS,2004,19,122,489.144716,25.817019,39.81,55.084576,1966.579499,665.019341,-175.874624,-1.439269,25.585061,0.231958,0.45799,42.47898,12.605596,1.104078,10.673049,13,7.733753,2.939296,1849.99,1797200.0,3324800.0,2566.037927,-716.047927,-0.279048
SOJA,MS,2005,19,121,534.254081,25.79887,41.43,57.844351,1946.208796,665.019341,-130.76526,-1.070116,25.585061,0.213809,0.422156,42.47898,15.365371,1.345797,14.846508,19,7.733753,7.112755,1902.01,2030800.0,3862600.0,2610.010627,-708.000627,-0.271264
SOJA,MS,2006,19,121,672.785438,25.490096,40.39,49.667638,1902.737945,665.019341,7.766097,0.063554,25.585061,-0.094965,-0.187504,42.47898,7.188658,0.629628,6.925194,10,7.733753,-0.808559,2280.01,1949600.0,4445100.0,2653.983328,-373.973328,-0.14091
SOJA,MS,2007,19,121,897.427983,25.165216,38.02,38.746834,1862.794202,665.019341,232.408642,1.901914,25.585061,-0.419846,-0.828966,42.47898,-3.732146,-0.326885,8.427594,13,7.733753,0.693841,2810.03,1737100.0,4881300.0,2697.956028,112.073972,0.04154
SOJA,MS,2008,19,122,717.006265,24.948528,39.56,52.004557,1855.305175,665.019341,51.986924,0.425435,25.585061,-0.636533,-1.256806,42.47898,9.525577,0.83431,8.482935,11,7.733753,0.749182,2639.02,1731400.0,4569200.0,2741.928728,-102.908728,-0.037532
SOJA,MS,2009,19,121,542.899004,26.130565,40.46,59.093959,1980.065951,665.019341,-122.120337,-0.999371,25.585061,0.545504,1.077073,42.47898,16.614979,1.455245,8.213385,10,7.733753,0.479632,2436.01,1715800.0,4179700.0,2785.901429,-349.891429,-0.125594
SOJA,MS,2010,19,121,747.181511,25.129414,36.55,42.512558,1864.167934,665.019341,82.16217,0.672373,25.585061,-0.455647,-0.899654,42.47898,0.033578,0.002941,12.522725,15,7.733753,4.788972,3099.99,1712200.0,5307800.0,2829.874129,270.115871,0.095452
SOJA,MS,2011,19,121,707.834497,25.180851,39.88,34.843236,1873.930306,665.019341,42.815156,0.350377,25.585061,-0.40421,-0.798095,42.47898,-7.635743,-0.668787,4.489335,9,7.733753,-3.244418,2936.99,1760100.0,5169400.0,2873.846829,63.143171,0.021972
SOJA,MS,2012,19,122,476.192149,26.110139,40.42,61.456665,1997.746713,665.019341,-188.827192,-1.545266,25.585061,0.525078,1.036743,42.47898,18.977685,1.662186,9.946312,12,7.733753,2.21256,2550.03,1815000.0,4628300.0,2917.819529,-367.789529,-0.126049
SOJA,MS,2013,19,121,520.570649,26.357872,40.71,55.283535,2019.863809,665.019341,-144.448692,-1.182095,25.585061,0.772811,1.525879,42.47898,12.804555,1.121504,6.869815,16,7.733753,-0.863938,2880.02,2017000.0,5809000.0,2961.79223,-81.77223,-0.027609
SOJA,MS,2014,19,121,565.476324,25.832268,39.87,46.412199,1956.252788,665.019341,-99.543017,-0.814609,25.585061,0.247207,0.488098,42.47898,3.933219,0.344496,7.670428,15,7.733753,-0.063324,2900.0,2120000.0,6148000.0,3005.76493,-105.76493,-0.035187
SOJA,MS,2015,19,121,440.238409,26.301491,39.0,52.221411,2019.925568,665.019341,-224.780931,-1.839493,25.585061,0.71643,1.414558,42.47898,9.742432,0.853304,7.482023,16,7.733753,-0.251729,3120.02,2300500.0,7177600.0,3049.73763,70.28237,0.023045
SOJA,MS,2016,19,122,702.249736,25.452217,38.16,44.19336,1922.669981,665.019341,37.230395,0.304675,25.585061,-0.132844,-0.262294,42.47898,1.71438,0.150156,9.320714,11,7.733753,1.586961,2980.0,2430000.0,7241400.0,3093.710331,-113.710331,-0.036755
SOJA,MS,2017,19,121,616.474503,25.483837,38.44,43.011593,1909.479165,665.019341,-48.544838,-0.397266,25.585061,-0.101224,-0.199862,42.47898,0.532614,0.04665,5.911691,8,7.733753,-1.822061,3399.99,2522300.0,8575800.0,3137.683031,262.306969,0.083599
SOJA,MS,2018,19,121,613.028453,25.458511,38.43,46.98251,1912.317422,665.019341,-51.990888,-0.425467,25.585061,-0.12655,-0.249867,42.47898,4.50353,0.394448,8.487015,23,7.733753,0.753262,3636.0,2672000.0,9715400.0,3181.655731,454.344269,0.142801
SOJA,MS,2019,19,121,571.053173,26.2263,41.86,51.364895,1991.644196,665.019341,-93.966168,-0.768971,25.585061,0.641239,1.266096,42.47898,8.885916,0.778285,9.366911,11,7.733753,1.633159,3419.66,2854000.0,9759700.0,3225.628431,194.031569,0.060153
SOJA,MS,2020,19,122,491.539873,26.706691,40.24,58.158221,2069.816735,665.019341,-173.479468,-1.419668,25.585061,1.121629,2.214606,42.47898,15.679242,1.373287,14.042107,21,7.733753,6.308354,3767.57,3016000.0,11363000.0,3269.601132,497.968868,0.152303
SOJA,MS,2021,19,121,389.73987,26.871495,41.81,58.506485,2079.074916,665.019341,-275.279471,-2.252747,25.585061,1.286433,2.540004,42.47898,16.027505,1.403791,9.294961,14,7.733753,1.561208,3630.0,3360000.0,12196800.0,3313.573832,316.426168,0.095494
SOJA,MS,2022,19,121,540.67935,26.773134,42.74,58.948946,2048.254565,665.019341,-124.339991,-1.017535,25.585061,1.188073,2.345795,42.47898,16.469967,1.442544,9.447387,15,7.733753,1.713635,2668.01,3660300.0,9765700.0,3357.546532,-689.536532,-0.205369
SOJA,MS,2023,19,121,736.94057,25.018674,38.91,38.324211,1850.919331,665.019341,71.921229,0.588567,25.585061,-0.566387,-1.118306,42.47898,-4.154769,-0.363901,5.473159,15,7.733753,-2.260594,3809.99,3887200.0,14810200.0,3401.519232,408.470768,0.120085
SOJA,MS,2024,19,122,375.788739,28.67118,42.22,62.638517,2273.391339,665.019341,-289.230602,-2.366916,25.585061,3.086119,6.0934,42.47898,20.159537,1.7657,8.357017,13,7.733753,0.623264,3049.0,4124300.0,12575000.0,3445.491933,-396.491933,-0.115076
SOJA,MS,2025,19,121,424.379327,27.652722,42.47,56.411564,2162.598828,665.019341,-240.640013,-1.969276,25.585061,2.067661,4.082501,42.47898,13.932585,1.220304,11.439966,24,7.733753,3.706214,3339.0,4253400.0,14202100.0,3489.464633,-150.464633,-0.04312
SOJA,MS,2026,19,121,512.087348,26.872541,40.27,56.047455,2074.827502,665.019341,-152.931993,-1.251518,25.585061,1.28748,2.542069,42.47898,13.568475,1.188413,8.586779,15,7.733753,0.853026,3603.0,4372500.0,15754100.0,3533.437333,69.562667,0.019687
SOJA,MT,1992,38,122,1295.224986,24.337671,35.6,10.973003,1784.166838,1055.335872,239.889114,1.272268,24.661006,-0.323335,-0.63433,16.393868,-5.420865,-0.787424,2.410161,6,3.446068,-1.035908,2400.0,1452000.0,3484800.0,2427.357429,-27.357429,-0.01127
SOJA,MT,1993,38,121,1112.751086,24.079753,32.88,17.340763,1729.208574,1055.335872,57.415214,0.304505,24.661006,-0.581253,-1.140321,16.393868,0.946895,0.137544,4.002503,9,3.446068,0.556434,2449.98,1713400.0,4197800.0,2465.75158,-15.77158,-0.006396
SOJA,MT,1994,38,121,1359.112421,24.378259,35.28,6.159913,1770.844821,1055.335872,303.776549,1.611099,24.661006,-0.282747,-0.554702,16.393868,-10.233955,-1.486564,1.787907,5,3.446068,-1.658161,2489.98,1996000.0,4970000.0,2504.145731,-14.165731,-0.005657
SOJA,MT,1995,38,121,1337.045753,24.297264,32.32,4.754693,1760.814952,1055.335872,281.709881,1.494067,24.661006,-0.363741,-0.7136,16.393868,-11.639176,-1.690684,1.668403,4,3.446068,-1.777665,2370.0,2295400.0,5440100.0,2542.539882,-172.539882,-0.067861
SOJA,MT,1996,38,122,1063.266422,24.413917,34.23,10.102454,1788.373813,1055.335872,7.93055,0.04206,24.661006,-0.247089,-0.484747,16.393868,-6.291414,-0.913878,2.297429,4,3.446068,-1.148639,2460.0,1905200.0,4686800.0,2580.934034,-120.934034,-0.046857
SOJA,MT,1997,38,121,1167.016004,24.216556,34.66,8.41583,1752.393631,1055.335872,111.680132,0.592303,24.661006,-0.44445,-0.871937,16.393868,-7.978039,-1.158874,1.926264,5,3.446068,-1.519804,2730.02,2095700.0,5721300.0,2619.328185,110.691815,0.04226
SOJA,MT,1998,38,121,1004.172869,25.70039,36.74,11.81209,1935.958303,1055.335872,-51.163003,-0.271346,24.661006,1.039384,2.039098,16.393868,-4.581778,-0.66554,2.460717,6,3.446068,-0.985351,2750.0,2600000.0,7150000.0,2657.722336,92.277664,0.034721
SOJA,MT,1999,38,121,1003.837588,24.529235,33.72,13.073399,1785.989646,1055.335872,-51.498284,-0.273125,24.661006,-0.131771,-0.258513,16.393868,-3.320469,-0.482325,2.754766,6,3.446068,-0.691302,2800.0,2548000.0,7134400.0,2696.116487,103.883513,0.038531
SOJA,MT,2000,38,122,1218.72413,24.343591,36.07,8.651944,1781.26737,1055.335872,163.388258,0.86654,24.661006,-0.317415,-0.622716,16.393868,-7.741925,-1.124577,3.164841,8,3.446068,-0.281227,2911.14,2904700.0,8456000.0,2734.510639,176.629361,0.064593
SOJA,MT,2001,38,121,981.235929,24.318088,36.01,11.986514,1757.948757,1055.335872,-74.099943,-0.392994,24.661006,-0.342918,-0.672749,16.393868,-4.407354,-0.640204,2.450596,4,3.446068,-0.995472,3090.0,3120000.0,9640800.0,2772.90479,317.09521,0.114355
SOJA,MT,2002,38,121,1183.26765,24.522374,32.08,11.119211,1785.790944,1055.335872,127.931778,0.678495,24.661006,-0.138632,-0.271972,16.393868,-5.274657,-0.766186,2.996281,4,3.446068,-0.449787,3020.01,3853200.0,11636700.0,2811.298941,208.711059,0.07424
SOJA,MT,2003,38,121,1207.924405,24.69749,38.59,9.737719,1810.227514,1055.335872,152.588533,0.809263,24.661006,0.036484,0.071576,16.393868,-6.656149,-0.966859,2.703878,6,3.446068,-0.742191,2929.99,4419600.0,12949400.0,2849.693092,80.296908,0.028177
SOJA,MT,2004,38,122,1298.629588,24.604451,34.48,9.802224,1814.560903,1055.335872,243.293716,1.290324,24.661006,-0.056555,-0.110951,16.393868,-6.591644,-0.957489,3.040862,10,3.446068,-0.405206,2864.0,5240500.0,15008800.0,2888.087244,-24.087244,-0.00834
SOJA,MT,2005,38,121,1057.852094,24.808821,36.41,19.353171,1825.925803,1055.335872,2.516221,0.013345,24.661006,0.147815,0.289989,16.393868,2.959303,0.429862,3.917086,8,3.446068,0.471018,2938.0,6105200.0,17937100.0,2926.481395,11.518605,0.003936
SOJA,MT,2006,38,121,1138.627115,24.44797,34.47,16.127938,1779.071051,1055.335872,83.291243,0.441741,24.661006,-0.213036,-0.417941,16.393868,-0.26593,-0.038628,4.445967,12,3.446068,0.999899,2695.0,6196800.0,16700400.0,2964.875546,-269.875546,-0.091024
SOJA,MT,2007,38,121,1145.389822,24.698404,34.82,21.946225,1808.14209,1055.335872,90.05395,0.477607,24.661006,0.037399,0.07337,16.393868,5.552356,0.806524,5.792996,10,3.446068,2.346928,2997.0,5124800.0,15359000.0,3003.269697,-6.269697,-0.002088
