crop_name,state_code,harvest_year,model,predicted_pct,actual_pct,trend_kg_ha,yield_kg_ha,role
SOJA,MG,2024,baseline_trend,0.0,-8.829052,3752.280806,3420.99,baseline
SOJA,MS,2024,baseline_trend,0.0,-13.087407,3508.122218,3049.0,baseline
SOJA,MT,2024,baseline_trend,0.0,-9.965989,3627.518065,3266.0,baseline
SOJA,PR,2024,baseline_trend,0.0,-6.119968,3522.570161,3306.99,baseline
SOJA,RS,2024,baseline_trend,0.0,9.596718,2844.072399,3117.01,baseline
SOJA,BA,2024,ridge_by_state,-7.698028,1.403745,3774.022359,3827.0,model
SOJA,GO,2024,ridge_by_state,-3.470452,-6.982067,3748.739496,3487.0,model
SOJA,MG,2024,ridge_by_state,-6.430743,-8.829052,3752.280806,3420.99,model
SOJA,MS,2024,ridge_by_state,-17.448262,-13.087407,3508.122218,3049.0,model
SOJA,MT,2024,ridge_by_state,-9.003774,-9.965989,3627.518065,3266.0,model
SOJA,PR,2024,ridge_by_state,-21.923582,-6.119968,3522.570161,3306.99,model
SOJA,RS,2024,ridge_by_state,-13.264948,9.596718,2844.072399,3117.01,model
SOJA,BA,2025,baseline_trend,0.0,7.624125,3848.598068,4142.02,baseline
SOJA,GO,2025,baseline_trend,0.0,10.971795,3769.426288,4183.0,baseline
SOJA,MG,2025,baseline_trend,0.0,5.171657,3770.02714,3965.0,baseline
SOJA,MS,2025,baseline_trend,0.0,-4.58188,3499.33536,3339.0,baseline
SOJA,MT,2025,baseline_trend,0.0,11.248954,3620.708201,4028.0,baseline
SOJA,PR,2025,baseline_trend,0.0,5.813956,3533.56036,3739.0,baseline
SOJA,RS,2025,baseline_trend,0.0,-19.648877,2914.719678,2342.01,baseline
SOJA,BA,2025,ridge_by_state,-2.777425,7.624125,3848.598068,4142.02,model
SOJA,GO,2025,ridge_by_state,-3.599324,10.971795,3769.426288,4183.0,model
SOJA,MG,2025,ridge_by_state,-7.917509,5.171657,3770.02714,3965.0,model
SOJA,MS,2025,ridge_by_state,-8.734471,-4.58188,3499.33536,3339.0,model
SOJA,MT,2025,ridge_by_state,0.545781,11.248954,3620.708201,4028.0,model
SOJA,PR,2025,ridge_by_state,-9.499188,5.813956,3533.56036,3739.0,model
